number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_eta,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
0,1.3165199464003587,2025-11-15 00:19:02.628225,2025-11-15 00:19:06.030030,0 days 00:00:03.401805,0.025607477231988973,0.8468056309219267,0.2010513959274669,2.562613503687817e-07,14,2,0.6293825215159485,COMPLETE
1,1.180052329469997,2025-11-15 00:19:06.030030,2025-11-15 00:19:08.302878,0 days 00:00:02.272848,0.0007567027772485525,0.9816175726301427,0.13958496470688575,0.7911827918309033,13,5,0.9079226725619223,COMPLETE
2,1.0711550882985998,2025-11-15 00:19:08.302878,2025-11-15 00:19:08.636414,0 days 00:00:00.333536,3.218274215622912,0.8616674141823275,0.03816004270441947,1.4746658319061317,5,1,0.9141037657302293,COMPLETE
3,1.1651558176634242,2025-11-15 00:19:08.637413,2025-11-15 00:19:09.538523,0 days 00:00:00.901110,5.457803894582889,0.7312323920067152,0.28803858425361367,4.87293898150762e-07,9,5,0.825987163900674,COMPLETE
4,1.1451853539239594,2025-11-15 00:19:09.538523,2025-11-15 00:19:11.419337,0 days 00:00:01.880814,0.0002311830972949679,0.9153271066991706,0.2701382851472225,21.571549413313104,14,9,0.9436692262036939,COMPLETE
5,1.1875559261004176,2025-11-15 00:19:11.419337,2025-11-15 00:19:12.604478,0 days 00:00:01.185141,7.012091655911655e-05,0.7539721743102064,0.09199890003311864,2.4018258956562694e-07,13,7,0.5268045572810165,COMPLETE
6,1.0668384041927055,2025-11-15 00:19:12.604478,2025-11-15 00:19:14.068432,0 days 00:00:01.463954,2.787724443716974e-07,0.8663582304622776,0.02281489005776543,0.21673754762092326,10,1,0.798657758288644,COMPLETE
7,1.1702384512729955,2025-11-15 00:19:14.068432,2025-11-15 00:19:14.858521,0 days 00:00:00.790089,1.4848071769705094e-08,0.5748443011434303,0.14352176852330825,1.784931009233257e-08,9,6,0.6977995109652007,COMPLETE
8,1.2252845585561307,2025-11-15 00:19:14.858521,2025-11-15 00:19:15.201393,0 days 00:00:00.342872,3.410894389057689e-06,0.6161752565819156,0.2830693992677832,0.02210389522510917,6,10,0.9807854065034601,COMPLETE
9,1.1058727732274125,2025-11-15 00:19:15.201393,2025-11-15 00:19:15.549207,0 days 00:00:00.347814,0.0027972657400287893,0.6072765212734761,0.07225708448640639,0.25686768882534344,6,10,0.9081643396302672,COMPLETE
10,1.075855312986631,2025-11-15 00:19:15.549207,2025-11-15 00:19:16.823496,0 days 00:00:01.274289,3.283590830737332e-08,0.7416522165988721,0.01926721820920705,0.0004928107709219881,11,3,0.7692001605172266,COMPLETE
11,1.0416042711270654,2025-11-15 00:19:16.823496,2025-11-15 00:19:17.254418,0 days 00:00:00.430922,31.010593555319225,0.8503685852420414,0.012606708872576445,74.81175249275117,5,1,0.8288118015400923,COMPLETE
