number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_eta,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
0,85.22747322715857,2025-12-13 18:04:57.200439,2025-12-13 18:04:58.521562,0 days 00:00:01.321123,1.21198479606339,0.8778283264646735,0.09192817341988567,0.006469118569936112,5,4,0.8311564877210725,COMPLETE
1,74.55992072476062,2025-12-13 18:04:58.608138,2025-12-13 18:05:05.443848,0 days 00:00:06.835710,2.589921239286747e-08,0.680946294494639,0.09293912702218428,2.8602119323756154,11,9,0.7327366121640375,COMPLETE
2,84.79821392165152,2025-12-13 18:05:05.524759,2025-12-13 18:05:11.950360,0 days 00:00:06.425601,0.19408608122212714,0.5536713726378153,0.05502380074080835,1.854379547594485e-05,12,9,0.590563090899742,COMPLETE
3,85.92192016806996,2025-12-13 18:05:12.037902,2025-12-13 18:05:14.558407,0 days 00:00:02.520505,1.1261152183823664e-06,0.9360673347943504,0.2898039374098132,13.741733444476333,9,7,0.6864178182578474,COMPLETE
4,85.94952406362081,2025-12-13 18:05:14.647095,2025-12-13 18:05:19.443293,0 days 00:00:04.796198,6.809027964515906e-07,0.8011696479225536,0.1707967669529422,15.691403728412892,8,3,0.7470305870897234,COMPLETE
5,89.00087411405103,2025-12-13 18:05:19.525885,2025-12-13 18:05:21.290701,0 days 00:00:01.764816,0.11333581020933232,0.7347301443184877,0.18584643273962695,0.04302343932523252,7,5,0.6831818295303176,COMPLETE
6,78.52741251965614,2025-12-13 18:05:21.372134,2025-12-13 18:05:22.263805,0 days 00:00:00.891671,0.0018426286841926893,0.6692506370445244,0.28883176468944816,5.664606308047711e-07,5,6,0.9133783856706097,COMPLETE
7,87.81010241187978,2025-12-13 18:05:22.354354,2025-12-13 18:05:50.376707,0 days 00:00:28.022353,3.6635390126306406e-05,0.7984439639862971,0.019051517727796244,3.229512996621735e-08,9,1,0.7601055928587142,COMPLETE
8,85.94885655829444,2025-12-13 18:05:50.457431,2025-12-13 18:05:51.325471,0 days 00:00:00.868040,0.06615426387397987,0.5931143778177534,0.273565768985721,0.00011340164427906988,5,4,0.8431026214608079,COMPLETE
9,94.05906049935896,2025-12-13 18:05:51.408551,2025-12-13 18:05:55.640133,0 days 00:00:04.231582,8.66873252613977e-06,0.5565259149914314,0.2964231920480832,4.806425894989823e-05,10,1,0.8021194645371144,COMPLETE
10,77.62822643135777,2025-12-13 18:05:55.725392,2025-12-13 18:05:59.094986,0 days 00:00:03.369594,1.0137050481064843e-08,0.6633108889640554,0.11369204419690863,0.35174509944664906,15,10,0.5274590583196666,COMPLETE
11,76.01839044862928,2025-12-13 18:05:59.172798,2025-12-13 18:06:04.020174,0 days 00:00:04.847376,1.4018105698743729e-08,0.6707543301913907,0.09406486858549166,,15,10,0.5024935891182272,COMPLETE
12,71.4852864530399,2025-12-13 18:06:04.105134,2025-12-13 18:06:06.937549,0 days 00:00:02.832415,1.0896956030274932e-08,0.6637958018191334,0.12414380440005637,0.823030586704131,13,8,0.5025675436355326,COMPLETE
13,88.0844632534462,2025-12-13 18:06:07.017556,2025-12-13 18:06:12.986663,0 days 00:00:05.969107,2.686706639416998e-07,0.7391837462055235,0.1342557040562748,0.2570341640295552,12,8,0.9590670744111809,COMPLETE
14,85.45845594915477,2025-12-13 18:06:13.069198,2025-12-13 18:06:17.843318,0 days 00:00:04.774120,78.61680584286454,0.6350002590391353,0.2107491451929462,95.35085547857926,12,8,0.6168523330942558,COMPLETE
15,83.91725201881499,2025-12-13 18:06:17.926887,2025-12-13 18:06:27.246060,0 days 00:00:09.319173,0.00028800566774569254,0.5257632543752835,0.0626502797894106,1.8828101340582062,13,8,0.599998596422413,COMPLETE
16,85.4198736432246,2025-12-13 18:06:27.325271,2025-12-13 18:06:30.384301,0 days 00:00:03.059030,8.345040927927456e-08,0.7827800172465739,0.2230539716546225,0.0019678894106532024,13,7,0.6727694316105475,COMPLETE
17,86.81711359470286,2025-12-13 18:06:30.471154,2025-12-13 18:06:34.166553,0 days 00:00:03.695399,7.923668913988716e-06,0.6108375313645714,0.1457368165809973,0.04054953382489929,11,9,0.8813328943384754,COMPLETE
18,76.35537179816978,2025-12-13 18:06:34.248557,2025-12-13 18:06:56.573692,0 days 00:00:22.325135,0.0008524572373231325,0.713526353486943,0.016276713522176203,2.2105059705277394,13,6,0.553660154278824,COMPLETE
19,91.98308182180688,2025-12-13 18:06:56.655788,2025-12-13 18:07:11.826228,0 days 00:00:15.170440,7.007366242814793e-08,0.8584191867028793,0.06405854113647827,0.026718905267807836,14,9,0.9929813681547498,COMPLETE
20,86.04720069159978,2025-12-13 18:07:11.908571,2025-12-13 18:07:26.075180,0 days 00:00:14.166609,2.2345748043248747e-06,0.6993989601887356,0.1215887732018835,97.60074975335681,11,7,0.7451627860977352,COMPLETE
21,78.23318095084862,2025-12-13 18:07:26.156382,2025-12-13 18:07:30.010838,0 days 00:00:03.854456,1.3620244857199749e-08,0.6497996491971814,0.08998575172400278,0.5713429698436623,15,10,0.5052334556716757,COMPLETE
22,81.87896667562941,2025-12-13 18:07:30.097546,2025-12-13 18:07:39.093966,0 days 00:00:08.996420,5.152721813652492e-08,0.6895828203643862,0.09392343489125966,0.000861698832660635,14,10,0.5645601602451703,COMPLETE
23,72.34409807859119,2025-12-13 18:07:39.169358,2025-12-13 18:07:52.412093,0 days 00:00:13.242735,1.1167969019684678e-08,0.5979920993604796,0.16750695000343935,7.225114905426288,14,9,0.6266887575232951,COMPLETE
24,72.7314820326967,2025-12-13 18:07:52.493087,2025-12-13 18:07:59.872060,0 days 00:00:07.378973,1.1870129164101533e-07,0.5893332063820315,0.16856237842368474,8.163104050052581,11,9,0.6400742585006776,COMPLETE
25,76.20860782118986,2025-12-13 18:07:59.959243,2025-12-13 18:08:08.053175,0 days 00:00:08.093932,3.2576658314447966e-07,0.5062905283315615,0.17373904770676107,11.9841958441364,14,8,0.6313462011786355,COMPLETE
26,83.41841419571982,2025-12-13 18:08:08.124423,2025-12-13 18:08:11.009569,0 days 00:00:02.885146,2.2002412789215436e-07,0.591239487888828,0.1995799821392213,0.11533413153858386,13,7,0.6462270075633618,COMPLETE
27,75.32087896652206,2025-12-13 18:08:11.089085,2025-12-13 18:08:13.201021,0 days 00:00:02.111936,4.360423236521813e-05,0.5543134708160036,0.24093547191756456,13.161055293895524,10,9,0.5663534118251302,COMPLETE
28,76.34067534459227,2025-12-13 18:08:13.287279,2025-12-13 18:08:16.131037,0 days 00:00:02.843758,8.248814949573222e-06,0.6225875681039796,0.1589014976607406,1.4044116527237598,12,8,0.6540539990880568,COMPLETE
29,91.01078770302139,2025-12-13 18:08:16.222223,2025-12-13 18:08:32.109484,0 days 00:00:15.887261,0.008337726350722871,0.585332433747976,0.24041164200590806,41.549153219659686,14,5,0.7053401868368765,COMPLETE
30,91.07928487851824,2025-12-13 18:08:32.185458,2025-12-13 18:08:35.623563,0 days 00:00:03.438105,15.189082714444877,0.9866021254141726,0.1448083957334072,0.013534752643010359,11,6,0.5385644835962824,COMPLETE
31,72.07760037342553,2025-12-13 18:08:35.701622,2025-12-13 18:08:39.741665,0 days 00:00:04.040043,5.374559613787306e-08,0.632634106223984,0.11966863280411245,4.8340957954130905,11,9,0.7178349003068605,COMPLETE
32,71.60578540240152,2025-12-13 18:08:39.824468,2025-12-13 18:08:45.391364,0 days 00:00:05.566896,8.465891787223586e-08,0.6280582460213808,0.15895886272556964,4.777642541395878,11,9,0.717475603824172,COMPLETE
33,79.1801753276589,2025-12-13 18:08:45.478529,2025-12-13 18:08:48.965202,0 days 00:00:03.486673,4.6494511143500464e-08,0.6311255153821794,0.12322249173416097,3.625486171123774,9,9,0.7888792629431925,COMPLETE
34,80.78497788612117,2025-12-13 18:08:49.036543,2025-12-13 18:08:51.803837,0 days 00:00:02.767294,1.4479690503189669e-06,0.7138802197530135,0.11212936770783133,0.6148270648956303,10,10,0.7134243601845027,COMPLETE
35,79.14527921239015,2025-12-13 18:08:51.954437,2025-12-13 18:08:57.522431,0 days 00:00:05.567994,3.458299342228237e-08,0.7712964310137735,0.18796774882197032,0.09744420938514273,12,9,0.7801769000499829,COMPLETE
36,86.66230563160453,2025-12-13 18:08:57.603345,2025-12-13 18:09:02.974774,0 days 00:00:05.371429,5.649801597447299e-07,0.5375202391745827,0.15167404933738682,0.0027122737515406915,13,8,0.7193743671382606,COMPLETE
