number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_eta,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
0,87.70683006605819,2025-11-15 18:30:09.097807,2025-11-15 18:30:13.880797,0 days 00:00:04.782990,0.00010566453370397782,0.7444071480134948,0.24825471679403754,0.0031411530899007616,12,6,0.7873623175940512,COMPLETE
1,85.18893070631121,2025-11-15 18:30:13.880797,2025-11-15 18:30:19.037642,0 days 00:00:05.156845,3.902672152748048,0.599210766698882,0.2835711715320446,0.01691975050161946,15,4,0.5856799821789604,COMPLETE
2,77.5325581359489,2025-11-15 18:30:19.037642,2025-11-15 18:30:22.791803,0 days 00:00:03.754161,0.006004050282320548,0.9389729575448736,0.13526884510292625,3.694490474224577e-06,13,8,0.5568572271919531,COMPLETE
3,86.45400582870401,2025-11-15 18:30:22.791803,2025-11-15 18:30:25.212300,0 days 00:00:02.420497,0.7500380560932799,0.8033507617294593,0.29255137493842126,0.021101661615616992,9,4,0.6936801270465351,COMPLETE
4,90.97638322385309,2025-11-15 18:30:25.212300,2025-11-15 18:30:29.692955,0 days 00:00:04.480655,0.03977473472241974,0.7303319991051356,0.2075462512722715,0.01312599175553654,14,6,0.9786768450661812,COMPLETE
5,96.44789282200053,2025-11-15 18:30:29.692955,2025-11-15 18:30:32.502330,0 days 00:00:02.809375,0.029231764337398252,0.6319928637896275,0.06395579108642684,0.0011726367567737876,7,1,0.8760161910766698,COMPLETE
6,96.73449633186004,2025-11-15 18:30:32.502330,2025-11-15 18:30:35.351387,0 days 00:00:02.849057,0.0001664365303038308,0.63026202826057,0.038267123529099674,1.658253213731943e-08,7,10,0.975541699357269,COMPLETE
7,85.82446545758467,2025-11-15 18:30:35.351387,2025-11-15 18:30:36.326221,0 days 00:00:00.974834,1.4190385687169453e-07,0.9653826115409182,0.26742301721411127,0.9598998903425657,6,7,0.9200722637663457,COMPLETE
8,83.12065535467492,2025-11-15 18:30:36.326221,2025-11-15 18:30:38.618584,0 days 00:00:02.292363,2.4605617822641963,0.9022516430175942,0.25939839326051056,2.7980882504225975e-08,9,4,0.7676595501363266,COMPLETE
9,85.79754100434633,2025-11-15 18:30:38.618584,2025-11-15 18:30:47.388409,0 days 00:00:08.769825,3.2922784515770605e-05,0.8423228158531988,0.015798827517784695,1.8663806918614905,7,3,0.921172526300714,COMPLETE
