number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_eta,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
0,1.1491910886287002,2025-11-15 16:17:42.722677,2025-11-15 16:17:45.658589,0 days 00:00:02.935912,2.6432301806277816,0.760156462048247,0.1581301327383325,0.24878221151737082,11,8,0.6628140211165332,COMPLETE
1,1.108179062113861,2025-11-15 16:17:45.659591,2025-11-15 16:17:48.390973,0 days 00:00:02.731382,1.3680699484755976,0.7960485234912843,0.05422658696186376,1.0790442666989963e-07,10,6,0.73088432227505,COMPLETE
2,1.0691389431836027,2025-11-15 16:17:48.390973,2025-11-15 16:17:49.566144,0 days 00:00:01.175171,0.032672721499645,0.6684094977409691,0.03095203386273781,8.083257872707699e-05,8,10,0.9204511016817056,COMPLETE
3,1.1352636606817528,2025-11-15 16:17:49.566144,2025-11-15 16:17:53.348274,0 days 00:00:03.782130,1.7707699107045372e-07,0.9985781176426891,0.20158656745647607,14.065220020166914,10,6,0.950562538816229,COMPLETE
4,1.0886616227500425,2025-11-15 16:17:53.348274,2025-11-15 16:17:56.926242,0 days 00:00:03.577968,0.2304436801034125,0.5429262659361012,0.20015503030311446,44.40483963843081,13,8,0.7556910264738903,COMPLETE
5,1.1188053504348605,2025-11-15 16:17:56.926242,2025-11-15 16:17:59.099844,0 days 00:00:02.173602,7.213408099530562e-05,0.8287942886180453,0.060554036941248904,7.532626685913699e-08,8,4,0.6774348766915892,COMPLETE
6,1.254324108477548,2025-11-15 16:17:59.099844,2025-11-15 16:17:59.916452,0 days 00:00:00.816608,0.03898177626453949,0.6519075976171878,0.25593786593542006,4.278054984472264e-05,5,10,0.7394033933604205,COMPLETE
7,1.1688079866121062,2025-11-15 16:17:59.917834,2025-11-15 16:18:01.206371,0 days 00:00:01.288537,0.1300234300570599,0.9707221222978956,0.11696774111465501,0.013587000956207093,8,10,0.5099384791226247,COMPLETE
8,1.2431808420959904,2025-11-15 16:18:01.206371,2025-11-15 16:18:03.238696,0 days 00:00:02.032325,1.9292175125948768e-08,0.8351931012503245,0.14604386258026353,3.7406148408339605e-06,8,2,0.5533692134412718,COMPLETE
9,1.042378936125719,2025-11-15 16:18:03.238696,2025-11-15 16:18:04.062902,0 days 00:00:00.824206,76.10272043088807,0.8616598326634162,0.05367533766122273,6.495274421056996e-05,7,6,0.7806934334443038,COMPLETE
10,1.0434329064411243,2025-11-15 16:18:04.062902,2025-11-15 16:18:04.670960,0 days 00:00:00.608058,84.80808806345834,0.9087090130034081,0.09834705597898186,0.006661705232136753,5,1,0.8540636504525818,COMPLETE
11,1.060751068591023,2025-11-15 16:18:04.670960,2025-11-15 16:18:05.556307,0 days 00:00:00.885347,34.10144372149629,0.9096199208704303,0.10256374055373996,0.006378171336692703,5,1,0.8465927570128133,COMPLETE
12,1.0488278005704228,2025-11-15 16:18:05.556307,2025-11-15 16:18:06.486402,0 days 00:00:00.930095,56.334985551825326,0.9030731936500206,0.09022626663376977,0.21063007139131645,6,4,0.8269443316046364,COMPLETE
13,1.060246497823724,2025-11-15 16:18:06.486402,2025-11-15 16:18:07.666444,0 days 00:00:01.180042,0.0004112817392910131,0.9037147898706682,0.016319156435258532,0.00032034490350174707,6,3,0.8524341029050007,COMPLETE
14,1.041430186060859,2025-11-15 16:18:07.666444,2025-11-15 16:18:08.901086,0 days 00:00:01.234642,76.98933000714038,0.6985416159906644,0.06787510395037066,3.28695835827431e-06,7,5,0.8963247010088969,COMPLETE
15,1.1129843308167664,2025-11-15 16:18:08.901086,2025-11-15 16:18:12.936185,0 days 00:00:04.035099,2.5263749953635073e-06,0.6792348209359308,0.05293443876086773,2.2420080959616383e-06,14,7,0.9972078350002228,COMPLETE
16,1.0530692695805979,2025-11-15 16:18:12.936185,2025-11-15 16:18:14.477537,0 days 00:00:01.541352,3.342374017511985,0.584286402167628,0.013871575855631042,3.832281271839803e-06,7,4,0.9128947879135338,COMPLETE
17,1.2910446082164955,2025-11-15 16:18:14.477537,2025-11-15 16:18:17.766523,0 days 00:00:03.288986,0.0029808888563933916,0.7434616742749156,0.28650665072561765,1.340941244692364e-08,11,5,0.78845129547695,COMPLETE
18,1.069991450345815,2025-11-15 16:18:17.766523,2025-11-15 16:18:19.638898,0 days 00:00:01.872375,5.4774744835142934,0.718910460139507,0.07579228428427007,6.232745077724831e-07,7,7,0.6395674914815799,COMPLETE
19,1.1744538686404682,2025-11-15 16:18:19.638898,2025-11-15 16:18:24.353520,0 days 00:00:04.714622,0.00788687840688486,0.6360882724758944,0.12926959003793823,6.189728217502404e-05,12,5,0.8905620728032153,COMPLETE
20,1.2193085775271904,2025-11-15 16:18:24.353520,2025-11-15 16:18:26.513635,0 days 00:00:02.160115,0.00021565536033684438,0.8480827713846434,0.1664301390135946,0.0005280021890068143,9,8,0.7923284988879001,COMPLETE
21,1.0443355055241617,2025-11-15 16:18:26.513635,2025-11-15 16:18:27.666313,0 days 00:00:01.152678,64.06748041035156,0.9440475234049588,0.08628787142830069,0.006248103932516494,6,1,0.8761643872218808,COMPLETE
22,1.0615392675903161,2025-11-15 16:18:27.666313,2025-11-15 16:18:28.831449,0 days 00:00:01.165136,12.496000042341386,0.8692669029793281,0.044772695180176306,0.10389070404853011,5,3,0.9567370486574219,COMPLETE
23,1.1360450564579294,2025-11-15 16:18:28.831449,2025-11-15 16:18:30.625047,0 days 00:00:01.793598,1.0735991997167533,0.7986573814858503,0.1087056889976053,1.614792979720206e-05,7,2,0.7997039281923289,COMPLETE
24,1.0431022996319643,2025-11-15 16:18:30.625047,2025-11-15 16:18:31.421410,0 days 00:00:00.796363,77.96767279052546,0.7113404340294909,0.0879617827917259,0.0011216651148975452,6,7,0.6955066375306471,COMPLETE
25,1.093253174340779,2025-11-15 16:18:31.421410,2025-11-15 16:18:33.419248,0 days 00:00:01.997838,0.720567594434942,0.7144779867944304,0.07200015988183593,0.0003802963543601726,9,6,0.5939074340387733,COMPLETE
26,1.0697372015072213,2025-11-15 16:18:33.419248,2025-11-15 16:18:34.866197,0 days 00:00:01.446949,2.0276045700850585e-05,0.6043362949047708,0.035796378846423324,4.7099431163495996e-07,7,7,0.7174654393887551,COMPLETE
27,1.1107925413267417,2025-11-15 16:18:34.866197,2025-11-15 16:18:37.518240,0 days 00:00:02.652043,12.414759247385627,0.7777613556609452,0.1338190210070492,1.6798312594835946e-05,9,9,0.6087538529265443,COMPLETE
28,1.0584262533777506,2025-11-15 16:18:37.518240,2025-11-15 16:18:39.026109,0 days 00:00:01.507869,17.992701001910596,0.7036770876867152,0.07582041542633794,0.0014020781165938565,6,5,0.693449783246318,COMPLETE
29,1.2315984876903217,2025-11-15 16:18:39.026109,2025-11-15 16:18:44.463929,0 days 00:00:05.437820,0.2791632138762352,0.7590088741584297,0.17372022674980567,0.06994633263125152,15,7,0.6317681270974707,COMPLETE
30,1.0551526358347973,2025-11-15 16:18:44.463929,2025-11-15 16:18:48.080144,0 days 00:00:03.616215,6.9776265298872,0.5013057781288589,0.031307956000948614,0.6012531873875807,11,9,0.7108826533734451,COMPLETE
