number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_eta,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
0,1.2452222263047625,2025-11-17 14:50:10.032057,2025-11-17 14:50:20.514060,0 days 00:00:10.482003,5.897344561411446e-07,0.8352923838712488,0.13308440063781016,2.322053081606149e-05,10,10,0.5125604102279362,COMPLETE
1,1.2873481427606877,2025-11-17 14:50:10.040058,2025-11-17 14:50:16.362539,0 days 00:00:06.322481,8.405000774988953e-06,0.9998431625447808,0.2951897358319419,0.047276586773312784,5,3,0.9322750346487604,COMPLETE
2,1.1065194293870602,2025-11-17 14:50:10.043059,2025-11-17 14:50:26.660486,0 days 00:00:16.617427,2.0496722852108533,0.8042289484880001,0.07679565898833564,9.475966724776565e-08,14,4,0.6758029971284805,COMPLETE
3,1.1019240235485086,2025-11-17 14:50:10.047065,2025-11-17 14:50:16.829673,0 days 00:00:06.782608,0.32401113280982563,0.6324484664627197,0.07442263113033316,0.0010362176670259528,6,5,0.7548078957848967,COMPLETE
4,1.1042441350448304,2025-11-17 14:50:10.051081,2025-11-17 14:50:25.437452,0 days 00:00:15.386371,1.391925911284453e-05,0.8400742753257222,0.035213990376443446,0.00024843171667129725,13,2,0.6480923614636452,COMPLETE
5,1.0443800266131624,2025-11-17 14:50:10.056063,2025-11-17 14:50:22.222756,0 days 00:00:12.166693,26.344430555591604,0.9530707996620827,0.015335867137278391,0.033602156640130165,11,9,0.5297795545118154,COMPLETE
6,1.2414107386078612,2025-11-17 14:50:10.089072,2025-11-17 14:50:24.985432,0 days 00:00:14.896360,1.8066922728566754,0.9451655125086875,0.27416720873687755,1.5399850317108482e-07,14,6,0.7960859323334994,COMPLETE
7,1.1110038064289856,2025-11-17 14:50:10.094075,2025-11-17 14:50:21.847593,0 days 00:00:11.753518,1.0521850819856856e-05,0.6452010821005698,0.10305441121880718,4.278696079475193e-07,10,5,0.8975233214451455,COMPLETE
8,1.087642197489146,2025-11-17 14:50:10.101072,2025-11-17 14:50:25.689290,0 days 00:00:15.588218,9.5168458706518,0.7719588085525853,0.1079690865305465,9.085126151287021e-07,13,5,0.8027590943634848,COMPLETE
9,1.1210980928297676,2025-11-17 14:50:10.108073,2025-11-17 14:50:26.274782,0 days 00:00:16.166709,5.6406989035168544e-05,0.7862496625084293,0.06468920966371587,0.0001639520499653274,14,5,0.9705735962352069,COMPLETE
10,1.1722635939144097,2025-11-17 14:50:10.113074,2025-11-17 14:50:23.047321,0 days 00:00:12.934247,1.8721654593566792e-07,0.9310266492526998,0.20981131923622404,17.35330637173737,11,7,0.6705216918948707,COMPLETE
11,1.173513263597677,2025-11-17 14:50:10.129078,2025-11-17 14:50:23.751447,0 days 00:00:13.622369,7.090315070260584e-07,0.8509503113032146,0.15806864884035995,3.791235738585797e-07,13,8,0.7715667610745542,COMPLETE
12,1.1360068726944432,2025-11-17 14:50:16.369544,2025-11-17 14:50:26.359100,0 days 00:00:09.989556,1.1024433843350187e-06,0.6748700990949279,0.07110812913545395,0.009498514064268528,9,4,0.5503770757096429,COMPLETE
13,1.1543236505133019,2025-11-17 14:50:16.836675,2025-11-17 14:50:28.781352,0 days 00:00:11.944677,9.562264321533358e-06,0.8233541440003441,0.0771834839672782,0.00023161901627585064,12,2,0.6205867471663773,COMPLETE
14,1.131187803780519,2025-11-17 14:50:20.523276,2025-11-17 14:50:29.754935,0 days 00:00:09.231659,0.13900976015849562,0.7657717118985357,0.090538765287528,1.5638419611291074e-07,11,9,0.6043242157631576,COMPLETE
15,1.1099612038491726,2025-11-17 14:50:21.852594,2025-11-17 14:50:31.784199,0 days 00:00:09.931605,2.494905176779946,0.8940640629548399,0.0920906654955231,0.06249878563624656,13,9,0.5520570493746348,COMPLETE
16,1.238218343671812,2025-11-17 14:50:22.229753,2025-11-17 14:50:31.550429,0 days 00:00:09.320676,0.008590349808480679,0.5991284999336168,0.19603943717499608,0.27542996071936804,12,7,0.6920651716417505,COMPLETE
17,1.155526038417932,2025-11-17 14:50:23.053323,2025-11-17 14:50:30.749365,0 days 00:00:07.696042,1.4026711142861405e-08,0.548486087299185,0.1626741215858307,0.03508834236793418,10,10,0.893984730237422,COMPLETE
18,1.100067425597039,2025-11-17 14:50:23.760589,2025-11-17 14:50:32.093724,0 days 00:00:08.333135,1.2920840347217574e-06,0.6824943499749824,0.053623729738506674,0.0003662406816451773,13,9,0.726143915781801,COMPLETE
19,1.1560139882673122,2025-11-17 14:50:24.995537,2025-11-17 14:50:29.471352,0 days 00:00:04.475815,0.039334711313326616,0.5072452890011202,0.1767829441291211,6.023402524313066,6,2,0.8177949998167354,COMPLETE
20,1.2355785292987786,2025-11-17 14:50:25.445453,2025-11-17 14:50:32.043507,0 days 00:00:06.598054,6.129708073613614e-06,0.696485496970433,0.23909833467984098,4.2140482868241885e-05,10,9,0.8720663686996335,COMPLETE
21,1.0462998937330843,2025-11-17 14:50:25.694849,2025-11-17 14:50:31.194981,0 days 00:00:05.500132,0.01044443776015932,0.5055028610863846,0.017938042056966835,0.7876298003178002,8,10,0.5037783507131158,COMPLETE
22,1.0405042286009962,2025-11-17 14:50:26.284789,2025-11-17 14:50:32.582876,0 days 00:00:06.298087,72.344506034261,0.537749498255143,0.011614522004707584,0.16261527500757447,8,10,0.5150604511525934,COMPLETE
23,1.0402941508555443,2025-11-17 14:50:26.363102,2025-11-17 14:50:37.232189,0 days 00:00:10.869087,83.32364715305523,0.7319999956636781,0.010605499050292538,0.907996181780441,12,10,0.8501207309600642,COMPLETE
24,1.0405005614149268,2025-11-17 14:50:26.667579,2025-11-17 14:50:35.730322,0 days 00:00:09.062743,59.18572853028369,0.5390861491631527,0.010267542861780693,0.7369039983651245,12,10,0.856191139198494,COMPLETE
25,1.0402993046208067,2025-11-17 14:50:28.786358,2025-11-17 14:50:34.531110,0 days 00:00:05.744752,98.31627696275953,0.5231396981775869,0.010630774078484267,0.6935503494948688,8,10,0.8412923022462186,COMPLETE
26,1.0412505016882942,2025-11-17 14:50:29.477354,2025-11-17 14:50:34.794060,0 days 00:00:05.316706,51.728933394534835,0.7119127545085152,0.014164025142328396,0.5425407327842083,8,10,0.8566034989394651,COMPLETE
27,1.0474623105595864,2025-11-17 14:50:29.757936,2025-11-17 14:50:33.369252,0 days 00:00:03.611316,23.40738980673463,0.7188677065558068,0.021463345912982087,0.2314084470149765,8,7,0.8471310247196551,COMPLETE
28,1.0405318202385379,2025-11-17 14:50:30.754366,2025-11-17 14:50:33.874766,0 days 00:00:03.120400,84.21627231608552,0.7068815200878422,0.021682509795659853,5.3346361417075955e-06,8,7,0.8353868415936656,COMPLETE
29,1.0402787489990466,2025-11-17 14:50:31.196980,2025-11-17 14:50:37.571753,0 days 00:00:06.374773,85.3481471964909,0.709674530980172,0.01099802133426232,0.9317067409807908,8,8,0.5555889589445481,COMPLETE
