number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_eta,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
0,79.86406564367971,2025-11-15 11:55:01.626631,2025-11-15 11:55:02.374780,0 days 00:00:00.748149,9.563759526973396e-07,0.7492535061512953,0.23368298654735634,1.769972241254808e-06,5,7,0.8744019412693059,COMPLETE
1,92.56116691349833,2025-11-15 11:55:02.374780,2025-11-15 11:55:03.392005,0 days 00:00:01.017225,0.0013241056351907755,0.9766966730974682,0.23055390653769803,1.0951728359885016e-08,6,1,0.8426799091838986,COMPLETE
2,86.04306688849985,2025-11-15 11:55:03.392005,2025-11-15 11:55:06.777753,0 days 00:00:03.385748,0.0026634446753138856,0.9588870612564717,0.2456600788791129,0.13988071192040605,11,8,0.6459380340853166,COMPLETE
3,90.94184609401283,2025-11-15 11:55:06.777753,2025-11-15 11:55:11.477573,0 days 00:00:04.699820,0.0013532636785088263,0.7170069966666468,0.051229313804442816,0.01505461954644427,9,7,0.720916587211498,COMPLETE
4,86.20724209560471,2025-11-15 11:55:11.477573,2025-11-15 11:55:13.897489,0 days 00:00:02.419916,8.027743594569378e-08,0.9543244404043341,0.1986151827601255,1.5572591447800067e-05,11,9,0.7608235761968171,COMPLETE
5,86.78424992146886,2025-11-15 11:55:13.897489,2025-11-15 11:55:15.008158,0 days 00:00:01.110669,1.559085586943351,0.8131435741556963,0.09720301642449897,0.0029913109392181187,6,9,0.5234481596946249,COMPLETE
6,82.61252023787439,2025-11-15 11:55:15.008158,2025-11-15 11:55:42.915160,0 days 00:00:27.907002,1.7993530249425475e-05,0.6479808534398394,0.06769478650685556,6.908198301652108,14,4,0.8773238457649286,COMPLETE
7,92.05238814721568,2025-11-15 11:55:42.915160,2025-11-15 11:55:50.445506,0 days 00:00:07.530346,27.708123990732204,0.5755760098212819,0.05785461033855306,6.936565426084549e-05,9,1,0.9105528289184642,COMPLETE
8,69.46404058727045,2025-11-15 11:55:50.445506,2025-11-15 11:55:55.173458,0 days 00:00:04.727952,0.002216049658169263,0.7986858241154422,0.29641138772154296,10.673764174960096,10,9,0.6256870671035297,COMPLETE
9,93.75544635400254,2025-11-15 11:55:55.173458,2025-11-15 11:55:55.774837,0 days 00:00:00.601379,0.547397692188383,0.6527299591714091,0.18115839526577265,2.028584579475462e-05,5,4,0.5398065450779821,COMPLETE
10,73.05278139614657,2025-11-15 11:55:55.774837,2025-11-15 11:56:03.931960,0 days 00:00:08.157123,0.05178297453343908,0.8580835145215141,0.2841595065100611,51.91501989336551,15,10,0.6437581312791225,COMPLETE
11,78.82406981178926,2025-11-15 11:56:03.931960,2025-11-15 11:56:11.934969,0 days 00:00:08.003009,0.19920121075644276,0.8438062284676763,0.2729860594220144,87.71308115223324,15,10,0.6269578446719174,COMPLETE
12,80.89825076942296,2025-11-15 11:56:11.934969,2025-11-15 11:56:14.363678,0 days 00:00:02.428709,0.030327473533894,0.8336308663876633,0.2998182329327673,1.2068256223606904,13,10,0.6346248168508736,COMPLETE
13,74.57220757432314,2025-11-15 11:56:14.363678,2025-11-15 11:56:33.883841,0 days 00:00:19.520163,3.081926425476579e-05,0.8783435206656148,0.11783554815964775,27.932246293414874,12,6,0.7208751269501861,COMPLETE
