number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_eta,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
0,79.86406564367971,2025-11-15 15:20:08.804530,2025-11-15 15:20:09.518941,0 days 00:00:00.714411,9.563759526973396e-07,0.7492535061512953,0.23368298654735634,1.769972241254808e-06,5,7,0.8744019412693059,COMPLETE
1,92.56116691349833,2025-11-15 15:20:09.518941,2025-11-15 15:20:10.504488,0 days 00:00:00.985547,0.0013241056351907755,0.9766966730974682,0.23055390653769803,1.0951728359885016e-08,6,1,0.8426799091838986,COMPLETE
2,86.04306688849985,2025-11-15 15:20:10.504488,2025-11-15 15:20:13.708144,0 days 00:00:03.203656,0.0026634446753138856,0.9588870612564717,0.2456600788791129,0.13988071192040605,11,8,0.6459380340853166,COMPLETE
3,90.94184609401283,2025-11-15 15:20:13.708144,2025-11-15 15:20:18.227817,0 days 00:00:04.519673,0.0013532636785088263,0.7170069966666468,0.051229313804442816,0.01505461954644427,9,7,0.720916587211498,COMPLETE
4,86.20724209560471,2025-11-15 15:20:18.227817,2025-11-15 15:20:20.758806,0 days 00:00:02.530989,8.027743594569378e-08,0.9543244404043341,0.1986151827601255,1.5572591447800067e-05,11,9,0.7608235761968171,COMPLETE
5,86.78424992146886,2025-11-15 15:20:20.758806,2025-11-15 15:20:21.869237,0 days 00:00:01.110431,1.559085586943351,0.8131435741556963,0.09720301642449897,0.0029913109392181187,6,9,0.5234481596946249,COMPLETE
6,82.61252023787439,2025-11-15 15:20:21.869237,2025-11-15 15:20:48.738063,0 days 00:00:26.868826,1.7993530249425475e-05,0.6479808534398394,0.06769478650685556,6.908198301652108,14,4,0.8773238457649286,COMPLETE
7,92.05238814721568,2025-11-15 15:20:48.738063,2025-11-15 15:20:55.910706,0 days 00:00:07.172643,27.708123990732204,0.5755760098212819,0.05785461033855306,6.936565426084549e-05,9,1,0.9105528289184642,COMPLETE
8,69.46404058727045,2025-11-15 15:20:55.910706,2025-11-15 15:21:00.518495,0 days 00:00:04.607789,0.002216049658169263,0.7986858241154422,0.29641138772154296,10.673764174960096,10,9,0.6256870671035297,COMPLETE
9,93.75544635400254,2025-11-15 15:21:00.518495,2025-11-15 15:21:01.116419,0 days 00:00:00.597924,0.547397692188383,0.6527299591714091,0.18115839526577265,2.028584579475462e-05,5,4,0.5398065450779821,COMPLETE
10,73.05278139614657,2025-11-15 15:21:01.116419,2025-11-15 15:21:08.920657,0 days 00:00:07.804238,0.05178297453343908,0.8580835145215141,0.2841595065100611,51.91501989336551,15,10,0.6437581312791225,COMPLETE
11,78.82406981178926,2025-11-15 15:21:08.920657,2025-11-15 15:21:16.701077,0 days 00:00:07.780420,0.19920121075644276,0.8438062284676763,0.2729860594220144,87.71308115223324,15,10,0.6269578446719174,COMPLETE
12,80.89825076942296,2025-11-15 15:21:16.701077,2025-11-15 15:21:19.088233,0 days 00:00:02.387156,0.030327473533894,0.8336308663876633,0.2998182329327673,1.2068256223606904,13,10,0.6346248168508736,COMPLETE
13,74.57220757432314,2025-11-15 15:21:19.088233,2025-11-15 15:21:38.031914,0 days 00:00:18.943681,3.081926425476579e-05,0.8783435206656148,0.11783554815964775,27.932246293414874,12,6,0.7208751269501861,COMPLETE
14,83.38989200377904,2025-11-15 15:21:38.031914,2025-11-15 15:21:39.529427,0 days 00:00:01.497513,99.12706726220266,0.909864275787635,0.2972866538137728,0.9247656076964943,8,10,0.9957621421360684,COMPLETE
15,84.26270191340129,2025-11-15 15:21:39.529427,2025-11-15 15:21:48.810902,0 days 00:00:09.281475,0.02581492556290555,0.8000576847764751,0.1418593076220204,0.07013606632167209,15,8,0.5874370498627863,COMPLETE
16,75.5181157104012,2025-11-15 15:21:48.810902,2025-11-15 15:21:51.294118,0 days 00:00:02.483216,4.651308755966975e-05,0.7016482724498515,0.26313907518462515,4.379547708906891,10,5,0.6812187850907718,COMPLETE
17,80.20143034859666,2025-11-15 15:21:51.294118,2025-11-15 15:21:55.032975,0 days 00:00:03.738857,0.018437067516192653,0.7671771397121109,0.20595327696977211,0.28314152593329434,13,8,0.7734773536539415,COMPLETE
