number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_eta,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
0,82.04502200472305,2025-12-13 14:57:41.230756,2025-12-13 14:57:42.721655,0 days 00:00:01.490899,9.563759526973396e-07,0.7492535061512953,0.23368298654735634,1.769972241254808e-06,5,7,0.8744019412693059,COMPLETE
1,83.21735851927718,2025-12-13 14:57:42.858029,2025-12-13 14:57:48.636019,0 days 00:00:05.777990,0.0013241056351907755,0.9766966730974682,0.23055390653769803,1.0951728359885016e-08,6,1,0.8426799091838986,COMPLETE
2,86.34080322450039,2025-12-13 14:57:48.803656,2025-12-13 14:57:56.614308,0 days 00:00:07.810652,0.0026634446753138856,0.9588870612564717,0.2456600788791129,0.13988071192040605,11,8,0.6459380340853166,COMPLETE
3,88.25952380537849,2025-12-13 14:57:56.719857,2025-12-13 14:58:06.793129,0 days 00:00:10.073272,0.0013532636785088263,0.7170069966666468,0.051229313804442816,0.01505461954644427,9,7,0.720916587211498,COMPLETE
4,88.9305387934727,2025-12-13 14:58:06.880404,2025-12-13 14:58:12.653976,0 days 00:00:05.773572,8.027743594569378e-08,0.9543244404043341,0.1986151827601255,1.5572591447800067e-05,11,9,0.7608235761968171,COMPLETE
5,91.2450183986855,2025-12-13 14:58:12.744030,2025-12-13 14:58:15.736962,0 days 00:00:02.992932,1.559085586943351,0.8131435741556963,0.09720301642449897,0.0029913109392181187,6,9,0.5234481596946249,COMPLETE
6,83.39220551544133,2025-12-13 14:58:15.838848,2025-12-13 14:59:06.899638,0 days 00:00:51.060790,1.7993530249425475e-05,0.6479808534398394,0.06769478650685556,6.908198301652108,14,4,0.8773238457649286,COMPLETE
7,93.26089645261057,2025-12-13 14:59:06.995047,2025-12-13 14:59:21.884461,0 days 00:00:14.889414,27.708123990732204,0.5755760098212819,0.05785461033855306,6.936565426084549e-05,9,1,0.9105528289184642,COMPLETE
8,73.08170716688483,2025-12-13 14:59:21.986777,2025-12-13 14:59:27.180296,0 days 00:00:05.193519,0.002216049658169263,0.7986858241154422,0.29641138772154296,10.673764174960096,10,9,0.6256870671035297,COMPLETE
9,95.4772295521321,2025-12-13 14:59:27.281413,2025-12-13 14:59:29.051880,0 days 00:00:01.770467,0.547397692188383,0.6527299591714091,0.18115839526577265,2.028584579475462e-05,5,4,0.5398065450779821,COMPLETE
10,73.6563497646726,2025-12-13 14:59:29.165425,2025-12-13 14:59:36.255819,0 days 00:00:07.090394,0.05178297453343908,0.8580835145215141,0.2841595065100611,51.91501989336551,15,10,0.6437581312791225,COMPLETE
11,79.64353089495714,2025-12-13 14:59:36.383423,2025-12-13 14:59:44.104548,0 days 00:00:07.721125,0.19920121075644276,0.8438062284676763,0.2729860594220144,87.71308115223324,15,10,0.6269578446719174,COMPLETE
12,75.30040208919914,2025-12-13 14:59:44.210464,2025-12-13 14:59:50.379823,0 days 00:00:06.169359,0.030327473533894,0.8336308663876633,0.2998182329327673,1.2068256223606904,13,10,0.6346248168508736,COMPLETE
13,76.35574836978425,2025-12-13 14:59:50.487819,2025-12-13 15:00:28.790936,0 days 00:00:38.303117,3.081926425476579e-05,0.8783435206656148,0.11783554815964775,27.932246293414874,12,6,0.7208751269501861,COMPLETE
14,81.13544381118045,2025-12-13 15:00:28.905544,2025-12-13 15:00:31.935716,0 days 00:00:03.030172,99.12706726220266,0.909864275787635,0.2972866538137728,0.9247656076964943,8,10,0.9957621421360684,COMPLETE
15,84.81154900791353,2025-12-13 15:00:32.025677,2025-12-13 15:00:47.284938,0 days 00:00:15.259261,0.02581492556290555,0.8000576847764751,0.1418593076220204,0.07013606632167209,15,8,0.5874370498627863,COMPLETE
16,71.57091422675661,2025-12-13 15:00:47.378684,2025-12-13 15:00:52.943643,0 days 00:00:05.564959,4.651308755966975e-05,0.7016482724498515,0.26313907518462515,4.379547708906891,10,5,0.6812187850907718,COMPLETE
